Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
Signin,180,3342,882,11170,1199.27,0.00%,14.7,138.86,9642.4
Signin_return_to,180,10357,3757,20579,3927.83,0.00%,6.7,87.11,13404.7
Create account,180,6724,772,58318,10110.51,0.56%,2.2,4.09,1896.6
Delete account,121,52648,7029,99959,17938.73,31.40%,1.0,55.12,55351.1
TOTAL,661,15199,772,99959,20304.71,5.90%,5.2,86.38,16924.9
