Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,KB/sec,Avg. Bytes
Signin,150,1831,740,12187,1410.66,0.00%,12.0,113.28,9639.0
Signin_return_to,150,8317,4162,16864,2840.13,0.00%,6.6,86.30,13403.7
Create account,150,5652,764,28971,8001.93,0.00%,3.6,6.62,1906.2
Delete account,150,45281,29159,65704,11825.88,14.67%,1.7,108.67,64104.5
TOTAL,600,15270,740,65704,18947.74,3.67%,6.4,138.28,22263.3
